,cap-shape,cap-surface,cap-color,bruises?,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
1937,5.0,0.0,8.0,0.0,5.0,2.0,2.0,0.0,3.0,1.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,3.0,0.0,1.0,0
1938,5.0,2.0,8.0,0.0,5.0,2.0,2.0,0.0,3.0,1.0,2.0,0.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0
1939,5.0,2.0,3.0,0.0,5.0,2.0,2.0,0.0,4.0,1.0,2.0,0.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,0
1940,5.0,3.0,2.0,1.0,5.0,2.0,0.0,0.0,7.0,1.0,0.0,2.0,2.0,7.0,6.0,0.0,2.0,1.0,5.0,2.0,4.0,0.0,0
1941,2.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,5.0,1.0,0.0,2.0,2.0,3.0,6.0,0.0,2.0,1.0,5.0,2.0,4.0,0.0,0
1942,5.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,5.0,1.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,4.0,0.0,0
1943,2.0,0.0,8.0,0.0,5.0,2.0,2.0,0.0,4.0,1.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,0
1944,2.0,2.0,4.0,0.0,5.0,2.0,2.0,0.0,5.0,1.0,2.0,0.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0,0
1945,2.0,2.0,8.0,1.0,6.0,2.0,0.0,1.0,4.0,0.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,5.0,1
1946,2.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,7.0,1.0,2.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0,0
1947,5.0,3.0,3.0,1.0,5.0,2.0,0.0,0.0,10.0,1.0,0.0,2.0,2.0,3.0,3.0,0.0,2.0,1.0,5.0,3.0,5.0,0.0,0
1948,5.0,3.0,3.0,1.0,5.0,2.0,0.0,0.0,5.0,1.0,0.0,2.0,2.0,3.0,3.0,0.0,2.0,1.0,5.0,3.0,4.0,0.0,0
1949,5.0,0.0,3.0,0.0,5.0,2.0,2.0,0.0,7.0,1.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,3.0,0.0,1.0,0
1950,5.0,0.0,3.0,1.0,5.0,2.0,0.0,0.0,10.0,1.0,0.0,2.0,2.0,6.0,6.0,0.0,2.0,1.0,5.0,3.0,4.0,0.0,0
1951,5.0,3.0,2.0,1.0,5.0,2.0,0.0,0.0,9.0,1.0,0.0,2.0,2.0,6.0,6.0,0.0,2.0,1.0,5.0,3.0,4.0,0.0,0
1952,5.0,0.0,3.0,1.0,5.0,2.0,0.0,0.0,7.0,1.0,0.0,2.0,2.0,3.0,6.0,0.0,2.0,1.0,5.0,2.0,5.0,0.0,0
1953,5.0,0.0,3.0,1.0,5.0,2.0,0.0,0.0,9.0,1.0,0.0,2.0,2.0,6.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,0.0,0
1954,5.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,7.0,1.0,0.0,2.0,2.0,6.0,3.0,0.0,2.0,1.0,5.0,2.0,4.0,0.0,0
1955,5.0,2.0,8.0,1.0,6.0,2.0,0.0,1.0,7.0,0.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,4.0,1.0,1
1956,5.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,4.0,1.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,0
1957,5.0,3.0,4.0,1.0,5.0,2.0,0.0,0.0,10.0,1.0,0.0,2.0,2.0,6.0,6.0,0.0,2.0,1.0,5.0,3.0,4.0,0.0,0
1958,5.0,0.0,3.0,1.0,5.0,2.0,0.0,0.0,7.0,1.0,0.0,2.0,2.0,7.0,3.0,0.0,2.0,1.0,5.0,3.0,5.0,0.0,0
1959,2.0,3.0,4.0,1.0,6.0,2.0,0.0,1.0,10.0,0.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,1.0,1
1960,5.0,0.0,3.0,1.0,5.0,2.0,0.0,0.0,9.0,1.0,0.0,2.0,2.0,7.0,3.0,0.0,2.0,1.0,5.0,2.0,5.0,0.0,0
1961,5.0,0.0,3.0,0.0,5.0,2.0,2.0,0.0,3.0,1.0,2.0,2.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,0
1962,5.0,0.0,2.0,1.0,5.0,2.0,0.0,0.0,9.0,1.0,0.0,2.0,2.0,3.0,3.0,0.0,2.0,1.0,5.0,2.0,4.0,0.0,0
1963,2.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,4.0,1.0,2.0,0.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0,0
1964,2.0,2.0,8.0,0.0,5.0,2.0,2.0,0.0,3.0,1.0,2.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,3.0,0.0,1.0,0
1965,2.0,2.0,4.0,0.0,5.0,2.0,2.0,0.0,7.0,1.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,0
1966,5.0,3.0,2.0,1.0,5.0,2.0,0.0,0.0,10.0,1.0,0.0,2.0,2.0,7.0,3.0,0.0,2.0,1.0,5.0,3.0,4.0,0.0,0
1967,2.0,2.0,4.0,0.0,5.0,2.0,2.0,0.0,4.0,1.0,2.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,0
1968,2.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,5.0,1.0,0.0,2.0,2.0,6.0,6.0,0.0,2.0,1.0,5.0,3.0,4.0,0.0,0
1969,2.0,2.0,8.0,0.0,5.0,2.0,2.0,0.0,3.0,1.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,0
1970,5.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,4.0,1.0,2.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0
1971,2.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,3.0,1.0,2.0,2.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0,0
1972,5.0,2.0,4.0,1.0,6.0,2.0,0.0,1.0,10.0,0.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,4.0,5.0,1
1973,5.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,7.0,1.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,5.0,0.0,0
1974,2.0,2.0,4.0,0.0,5.0,2.0,2.0,0.0,4.0,1.0,2.0,0.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0,0
1975,2.0,3.0,8.0,1.0,6.0,2.0,0.0,1.0,5.0,0.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,1.0,1
1976,5.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,5.0,1.0,0.0,2.0,2.0,6.0,3.0,0.0,2.0,1.0,5.0,3.0,4.0,0.0,0
1977,5.0,0.0,3.0,1.0,5.0,2.0,0.0,0.0,9.0,1.0,0.0,2.0,2.0,7.0,6.0,0.0,2.0,1.0,5.0,3.0,5.0,0.0,0
1978,2.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,7.0,1.0,2.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,3.0,0.0,1.0,0
1979,5.0,0.0,2.0,1.0,5.0,2.0,0.0,0.0,7.0,1.0,0.0,2.0,2.0,3.0,3.0,0.0,2.0,1.0,5.0,2.0,4.0,0.0,0
1980,2.0,0.0,8.0,0.0,5.0,2.0,2.0,0.0,7.0,1.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0,0
1981,5.0,0.0,8.0,0.0,5.0,2.0,2.0,0.0,3.0,1.0,2.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,0
1982,5.0,3.0,8.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,2.0,3.0,0
1983,5.0,2.0,8.0,0.0,5.0,2.0,2.0,0.0,7.0,1.0,2.0,0.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0,0
1984,5.0,3.0,3.0,1.0,5.0,2.0,0.0,0.0,9.0,1.0,0.0,2.0,2.0,6.0,3.0,0.0,2.0,1.0,5.0,3.0,4.0,0.0,0
1985,5.0,0.0,3.0,1.0,5.0,2.0,0.0,0.0,5.0,1.0,0.0,2.0,2.0,3.0,7.0,0.0,2.0,1.0,5.0,2.0,5.0,0.0,0
1986,5.0,2.0,3.0,0.0,5.0,2.0,2.0,0.0,5.0,1.0,2.0,0.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,3.0,0.0,1.0,0
1987,2.0,3.0,8.0,1.0,6.0,2.0,0.0,1.0,5.0,0.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,5.0,1
1988,5.0,0.0,2.0,1.0,5.0,2.0,0.0,0.0,10.0,1.0,0.0,2.0,2.0,7.0,6.0,0.0,2.0,1.0,5.0,3.0,4.0,0.0,0
1989,2.0,2.0,4.0,1.0,6.0,2.0,0.0,1.0,5.0,0.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,3.0,5.0,1
1990,2.0,3.0,4.0,1.0,6.0,2.0,0.0,1.0,10.0,0.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,1.0,1
1991,5.0,0.0,3.0,1.0,5.0,2.0,0.0,0.0,7.0,1.0,0.0,2.0,2.0,6.0,6.0,0.0,2.0,1.0,5.0,3.0,4.0,0.0,0
1992,2.0,2.0,4.0,0.0,5.0,2.0,2.0,0.0,3.0,1.0,2.0,2.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,3.0,0.0,1.0,0
1993,5.0,0.0,3.0,1.0,5.0,2.0,0.0,0.0,7.0,1.0,0.0,2.0,2.0,3.0,7.0,0.0,2.0,1.0,5.0,3.0,5.0,0.0,0
1994,5.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,3.0,1.0,2.0,2.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0
1995,5.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,10.0,1.0,0.0,2.0,2.0,6.0,3.0,0.0,2.0,1.0,5.0,3.0,5.0,0.0,0
1996,2.0,2.0,4.0,0.0,5.0,2.0,2.0,0.0,7.0,1.0,2.0,0.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0,0
1997,2.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,7.0,1.0,2.0,2.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0
1998,5.0,2.0,4.0,0.0,5.0,2.0,2.0,0.0,4.0,1.0,2.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0
1999,5.0,2.0,4.0,0.0,5.0,2.0,2.0,0.0,4.0,1.0,2.0,2.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,0
2000,5.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,10.0,1.0,0.0,2.0,2.0,3.0,3.0,0.0,2.0,1.0,5.0,3.0,4.0,0.0,0
2001,5.0,3.0,2.0,1.0,5.0,2.0,0.0,0.0,9.0,1.0,0.0,2.0,2.0,3.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,0.0,0
2002,2.0,2.0,4.0,0.0,5.0,2.0,2.0,0.0,4.0,1.0,2.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0
2003,5.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,10.0,1.0,0.0,2.0,2.0,3.0,3.0,0.0,2.0,1.0,5.0,2.0,5.0,0.0,0
2004,2.0,3.0,8.0,1.0,6.0,2.0,0.0,1.0,10.0,0.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,5.0,1
2005,5.0,3.0,9.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,3.0,2.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,1.0,0
2006,2.0,2.0,4.0,1.0,6.0,2.0,0.0,1.0,7.0,0.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,3.0,1.0,1
2007,2.0,0.0,8.0,0.0,5.0,2.0,2.0,0.0,3.0,1.0,2.0,0.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0,0
2008,2.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,5.0,1.0,2.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0
2009,2.0,2.0,4.0,1.0,6.0,2.0,0.0,1.0,10.0,0.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,1.0,1
2010,5.0,2.0,4.0,0.0,5.0,2.0,2.0,0.0,4.0,1.0,2.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,3.0,0.0,1.0,0
2011,5.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,5.0,1.0,2.0,2.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,0
2012,5.0,0.0,2.0,1.0,5.0,2.0,0.0,0.0,9.0,1.0,0.0,2.0,2.0,3.0,7.0,0.0,2.0,1.0,5.0,2.0,4.0,0.0,0
2013,2.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,4.0,1.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0
2014,5.0,0.0,8.0,0.0,5.0,2.0,2.0,0.0,4.0,1.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0,0
2015,2.0,2.0,3.0,0.0,5.0,2.0,2.0,0.0,7.0,1.0,2.0,0.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,3.0,0.0,1.0,0
2016,2.0,0.0,8.0,0.0,5.0,2.0,2.0,0.0,3.0,1.0,2.0,0.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,0
2017,2.0,2.0,9.0,1.0,0.0,2.0,2.0,1.0,5.0,1.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,0.0,0
2018,2.0,0.0,8.0,1.0,0.0,2.0,2.0,1.0,5.0,1.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,0.0,0
2019,2.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,7.0,1.0,2.0,2.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,3.0,0.0,1.0,0
2020,5.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,9.0,1.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,5.0,0.0,0
2021,5.0,3.0,3.0,1.0,5.0,2.0,0.0,0.0,5.0,1.0,0.0,2.0,2.0,3.0,6.0,0.0,2.0,1.0,5.0,2.0,5.0,0.0,0
2022,5.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,9.0,1.0,0.0,2.0,2.0,7.0,3.0,0.0,2.0,1.0,5.0,3.0,5.0,0.0,0
2023,5.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,4.0,1.0,2.0,2.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,0
2024,5.0,0.0,3.0,1.0,5.0,2.0,0.0,0.0,9.0,1.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,5.0,0.0,0
2025,5.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,5.0,1.0,0.0,2.0,2.0,6.0,6.0,0.0,2.0,1.0,5.0,2.0,4.0,0.0,0
2026,5.0,0.0,3.0,0.0,5.0,2.0,2.0,0.0,7.0,1.0,2.0,0.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0
2027,5.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,5.0,1.0,0.0,2.0,2.0,7.0,6.0,0.0,2.0,1.0,5.0,3.0,4.0,0.0,0
2028,5.0,2.0,4.0,0.0,5.0,2.0,2.0,0.0,3.0,1.0,2.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0
2029,0.0,3.0,8.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,3.0,3.0,0
2030,5.0,3.0,2.0,1.0,5.0,2.0,0.0,0.0,9.0,1.0,0.0,2.0,2.0,7.0,6.0,0.0,2.0,1.0,5.0,2.0,4.0,0.0,0
2031,2.0,2.0,4.0,0.0,5.0,2.0,2.0,0.0,3.0,1.0,2.0,2.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0,0
2032,5.0,0.0,2.0,1.0,5.0,2.0,0.0,0.0,10.0,1.0,0.0,2.0,2.0,6.0,6.0,0.0,2.0,1.0,5.0,2.0,5.0,0.0,0
2033,2.0,3.0,4.0,1.0,5.0,2.0,0.0,0.0,7.0,1.0,0.0,2.0,2.0,3.0,3.0,0.0,2.0,1.0,5.0,2.0,5.0,0.0,0
2034,5.0,3.0,3.0,1.0,5.0,2.0,0.0,0.0,9.0,1.0,0.0,2.0,2.0,6.0,3.0,0.0,2.0,1.0,5.0,2.0,4.0,0.0,0
2035,5.0,2.0,3.0,0.0,5.0,2.0,2.0,0.0,7.0,1.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,3.0,0.0,1.0,0
2036,5.0,2.0,4.0,0.0,5.0,2.0,2.0,0.0,4.0,1.0,2.0,0.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,0
2037,5.0,0.0,3.0,0.0,5.0,2.0,2.0,0.0,7.0,1.0,2.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,3.0,0.0,1.0,0
2038,5.0,2.0,3.0,0.0,5.0,2.0,2.0,0.0,5.0,1.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0
2039,5.0,3.0,2.0,1.0,5.0,2.0,0.0,0.0,10.0,1.0,0.0,2.0,2.0,7.0,6.0,0.0,2.0,1.0,5.0,2.0,5.0,0.0,0
2040,2.0,0.0,3.0,1.0,5.0,2.0,0.0,0.0,10.0,1.0,0.0,2.0,2.0,6.0,7.0,0.0,2.0,1.0,5.0,3.0,5.0,0.0,0
2041,2.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,5.0,1.0,0.0,2.0,2.0,6.0,7.0,0.0,2.0,1.0,5.0,2.0,5.0,0.0,0
2042,5.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,4.0,1.0,2.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0,0
2043,2.0,2.0,4.0,0.0,5.0,2.0,2.0,0.0,5.0,1.0,2.0,2.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0,0
2044,5.0,0.0,8.0,0.0,5.0,2.0,2.0,0.0,5.0,1.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,0
2045,5.0,3.0,9.0,1.0,0.0,2.0,0.0,0.0,7.0,0.0,3.0,2.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,4.0,0
2046,5.0,0.0,2.0,1.0,5.0,2.0,0.0,0.0,9.0,1.0,0.0,2.0,2.0,7.0,6.0,0.0,2.0,1.0,5.0,3.0,4.0,0.0,0
2047,5.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,3.0,1.0,2.0,0.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,0
2048,5.0,3.0,4.0,1.0,5.0,2.0,0.0,0.0,7.0,1.0,0.0,2.0,2.0,7.0,3.0,0.0,2.0,1.0,5.0,2.0,4.0,0.0,0
2049,2.0,0.0,3.0,1.0,5.0,2.0,0.0,0.0,5.0,1.0,0.0,2.0,2.0,7.0,6.0,0.0,2.0,1.0,5.0,3.0,5.0,0.0,0
2050,5.0,0.0,8.0,0.0,5.0,2.0,2.0,0.0,4.0,1.0,2.0,0.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,3.0,0.0,1.0,0
2051,5.0,3.0,8.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,3.0,3.0,0
2052,5.0,2.0,4.0,0.0,5.0,2.0,2.0,0.0,7.0,1.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0,0
2053,2.0,2.0,8.0,0.0,5.0,2.0,2.0,0.0,7.0,1.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,3.0,0.0,1.0,0
2054,2.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,9.0,1.0,0.0,2.0,2.0,3.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,0.0,0
2055,2.0,0.0,8.0,0.0,5.0,2.0,2.0,0.0,4.0,1.0,2.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,0
2056,5.0,0.0,3.0,1.0,5.0,2.0,0.0,0.0,9.0,1.0,0.0,2.0,2.0,3.0,6.0,0.0,2.0,1.0,5.0,3.0,4.0,0.0,0
2057,5.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,7.0,1.0,0.0,2.0,2.0,7.0,3.0,0.0,2.0,1.0,5.0,3.0,5.0,0.0,0
2058,5.0,0.0,8.0,0.0,5.0,2.0,2.0,0.0,7.0,1.0,2.0,2.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,3.0,0.0,1.0,0
2059,5.0,2.0,8.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,2.0,3.0,0
2060,2.0,2.0,3.0,0.0,5.0,2.0,2.0,0.0,5.0,1.0,2.0,0.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0,0
2061,2.0,3.0,4.0,1.0,6.0,2.0,0.0,1.0,5.0,0.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,1.0,1
2062,2.0,0.0,3.0,0.0,5.0,2.0,2.0,0.0,7.0,1.0,2.0,0.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0,0
2063,5.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,5.0,1.0,0.0,2.0,2.0,6.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,0.0,0
2064,5.0,0.0,8.0,0.0,5.0,2.0,2.0,0.0,5.0,1.0,2.0,2.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0,0
2065,5.0,3.0,4.0,1.0,5.0,2.0,0.0,0.0,9.0,1.0,0.0,2.0,2.0,6.0,7.0,0.0,2.0,1.0,5.0,2.0,4.0,0.0,0
2066,5.0,3.0,2.0,1.0,5.0,2.0,0.0,0.0,7.0,1.0,0.0,2.0,2.0,6.0,6.0,0.0,2.0,1.0,5.0,3.0,4.0,0.0,0
2067,2.0,2.0,4.0,1.0,6.0,2.0,0.0,1.0,5.0,0.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,4.0,5.0,1
2068,2.0,2.0,3.0,0.0,5.0,2.0,2.0,0.0,7.0,1.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,3.0,0.0,1.0,0
2069,5.0,0.0,3.0,1.0,5.0,2.0,0.0,0.0,5.0,1.0,0.0,2.0,2.0,7.0,3.0,0.0,2.0,1.0,5.0,2.0,5.0,0.0,0
2070,2.0,0.0,3.0,1.0,5.0,2.0,0.0,0.0,5.0,1.0,0.0,2.0,2.0,3.0,6.0,0.0,2.0,1.0,5.0,2.0,5.0,0.0,0
2071,5.0,0.0,3.0,1.0,5.0,2.0,0.0,0.0,5.0,1.0,0.0,2.0,2.0,7.0,3.0,0.0,2.0,1.0,5.0,2.0,4.0,0.0,0
2072,5.0,0.0,3.0,1.0,5.0,2.0,0.0,0.0,10.0,1.0,0.0,2.0,2.0,6.0,6.0,0.0,2.0,1.0,5.0,3.0,5.0,0.0,0
2073,5.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,9.0,1.0,0.0,2.0,2.0,6.0,3.0,0.0,2.0,1.0,5.0,2.0,5.0,0.0,0
2074,5.0,2.0,8.0,1.0,6.0,2.0,0.0,1.0,7.0,0.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,5.0,1
2075,5.0,2.0,9.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,2.0,3.0,0
2076,5.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,5.0,1.0,0.0,2.0,2.0,6.0,6.0,0.0,2.0,1.0,5.0,3.0,4.0,0.0,0
2077,2.0,3.0,4.0,1.0,5.0,2.0,0.0,0.0,10.0,1.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,5.0,0.0,0
2078,5.0,2.0,3.0,0.0,5.0,2.0,2.0,0.0,5.0,1.0,2.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0,0
2079,5.0,3.0,2.0,1.0,5.0,2.0,0.0,0.0,9.0,1.0,0.0,2.0,2.0,7.0,6.0,0.0,2.0,1.0,5.0,3.0,5.0,0.0,0
2080,5.0,0.0,3.0,0.0,5.0,2.0,2.0,0.0,4.0,1.0,2.0,0.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0,0
2081,2.0,2.0,8.0,0.0,5.0,2.0,2.0,0.0,7.0,1.0,2.0,0.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0,0
2082,5.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,5.0,1.0,0.0,2.0,2.0,3.0,3.0,0.0,2.0,1.0,5.0,3.0,4.0,0.0,0
2083,2.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,9.0,1.0,0.0,2.0,2.0,7.0,6.0,0.0,2.0,1.0,5.0,3.0,4.0,0.0,0
2084,2.0,0.0,3.0,0.0,5.0,2.0,2.0,0.0,5.0,1.0,2.0,2.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,0
